id	speaker	headline	URL	description	transcript_URL	month_filmed	year_filmed	event	duration	date_published	tags
868	Sharmeen Obaid-Chinoy	Inside a school for suicide bombers	http://www.ted.com/talks/view/id/868	Filmmaker Sharmeen Obaid-Chinoy takes on a terrifying question: How does the Taliban convince children to become suicide bombers? Propaganda footage from a training camp is intercut with her interviews of young camp graduates. A shocking vision.	http://www.ted.com/talks/view/id/868/transcript?language=en	2	2010	TED2010	0:08:09	5/26/10	"suicide,film,culture,war,politics,children,TED Fellows"
869	Seth Berkley	HIV and flu -- the vaccine strategy	http://www.ted.com/talks/view/id/869	"Seth Berkley explains how smart advances in vaccine design, production and distribution are bringing us closer than ever to eliminating a host of global threats -- from AIDS to malaria to flu pandemics."	http://www.ted.com/talks/view/id/869/transcript?language=en	2	2010	TED2010	0:21:05	5/27/10	"Vaccines,AIDS,disease,HIV,health,medicine,global issues"
870	Sophie Hunger	Songs of secrets and city lights	http://www.ted.com/talks/view/id/870	"This haunting, intimate performance by European singer-songwriter Sophie Hunger features songs from her breakout debut ""Monday's Ghost"" and the just-released album ""1983."""	http://www.ted.com/talks/view/id/870/transcript?language=en	7	2009	TEDGlobal 2009	0:23:04	5/28/10	"poetry,music,cities,performance,storytelling"
871	Lawrence Lessig	Re-examining the remix	http://www.ted.com/talks/view/id/871	"Former ""young Republican"" Larry Lessig talks about what Democrats can learn about copyright from their opposite party, considered more conservative. A surprising lens on remix culture."	http://www.ted.com/talks/view/id/871/transcript?language=en	4	2010	TEDxNYED	0:18:45	5/31/10	"online video,law,web,TEDx,music,technology,Internet"
872	John Underkoffler	Pointing to the future of UI	http://www.ted.com/talks/view/id/872	"Minority Report science adviser and inventor John Underkoffler demos g-speak -- the real-life version of the film's eye-popping, tai chi-meets-cyberspace computer interface. Is this how tomorrow's computers will be controlled?"	http://www.ted.com/talks/view/id/872/transcript?language=en	2	2010	TED2010	0:15:22	6/1/10	"invention,computers,interface design,film,visualizations,design,technology"
873	Brian Skerry	The ocean's glory -- and horror	http://www.ted.com/talks/view/id/873	"Photographer Brian Skerry shoots life above and below the waves -- as he puts it, both the horror and the magic of the ocean. Sharing amazing, intimate shots of undersea creatures, he shows how powerful images can help make change."	http://www.ted.com/talks/view/id/873/transcript?language=en	4	2010	Mission Blue Voyage	0:16:13	6/1/10	"mission blue,oceans,photography,fish,science"
874	"Christopher ""moot"" Poole"""	The case for anonymity online	http://www.ted.com/talks/view/id/874	"The founder of 4chan, a controversial, uncensored online imageboard, describes its subculture, some of the Internet ""memes"" it has launched, and the incident in which its users managed a very public, precision hack of a mainstream media website. The talk raises questions about the power -- and price -- of anonymity."	http://www.ted.com/talks/view/id/874/transcript?language=en	2	2010	TED2010	0:13:10	6/2/10	"meme,law,computers,web,culture,activism,collaboration,Internet,government"
876	Brian Cox	Why we need the explorers	http://www.ted.com/talks/view/id/876	"In tough economic times, our exploratory science programs -- from space probes to the LHC -- are first to suffer budget cuts. Brian Cox explains how curiosity-driven science pays for itself, powering innovation and a profound appreciation of our existence."	http://www.ted.com/talks/view/id/876/transcript?language=en	4	2010	TEDSalon London 2010	0:16:29	6/3/10	"space,economics,physics,innovation,curiosity,science,global issues"
877	Adam Sadowsky	How to engineer a viral music video	http://www.ted.com/talks/view/id/877	"The band OK Go dreamed up the idea of a massive Rube Goldberg machine for their next music video -- and Adam Sadowsky's team was charged with building it. He tells the story of the effort and engineering behind their labyrinthine creation that quickly became the YouTube sensation ""This Too Shall Pass."""	http://www.ted.com/talks/view/id/877/transcript?language=en	4	2010	TEDxUSC	0:14:28	6/4/10	"physics,TEDx,music,engineering,entertainment"
878	Michael Sandel	The lost art of democratic debate	http://www.ted.com/talks/view/id/878	"Democracy thrives on civil debate, Michael Sandel says -- but we're shamefully out of practice. He leads a fun refresher, with TEDsters sparring over a recent Supreme Court case (PGA Tour Inc. v. Martin) whose outcome reveals the critical ingredient in justice."	http://www.ted.com/talks/view/id/878/transcript?language=en	2	2010	TED2010	0:19:42	6/7/10	"sports,philosophy,law,politics,democracy,government"
879	John Kasaona	How poachers became caretakers	http://www.ted.com/talks/view/id/879	"In his home of Namibia, John Kasaona is working on an innovative way to protect endangered animal species: giving nearby villagers (including former poachers) responsibility for caring for the animals. And it's working."	http://www.ted.com/talks/view/id/879/transcript?language=en	2	2010	TED2010	0:15:46	6/8/10	"Africa,science,animals,green,biodiversity,global issues"
880	Rory Sutherland	Sweat the small stuff	http://www.ted.com/talks/view/id/880	"It may seem that big problems require big solutions, but ad man Rory Sutherland says many flashy, expensive fixes are just obscuring better, simpler answers. To illustrate, he uses behavioral economics and hilarious examples."	http://www.ted.com/talks/view/id/880/transcript?language=en	4	2010	TEDSalon London 2010	0:12:37	6/9/10	"simplicity,economics,motivation,politics,engineering,design,creativity"
881	Stewart Brand + Mark Z. Jacobson	Debate: Does the world need nuclear energy?	http://www.ted.com/talks/view/id/881	"Nuclear power: the energy crisis has even die-hard environmentalists reconsidering it. In this first-ever TED debate, Stewart Brand and Mark Z. Jacobson square off over the pros and cons. A discussion that'll make you think -- and might even change your mind."	http://www.ted.com/talks/view/id/881/transcript?language=en	2	2010	TED2010	0:22:59	6/10/10	"nuclear weapons,wind energy,TED Brain Trust,law,economics,energy,climate change,environment,green"
883	David Byrne	How architecture helped music evolve	http://www.ted.com/talks/view/id/883	"As his career grew, David Byrne went from playing CBGB to Carnegie Hall. He asks: Does the venue make the music? From outdoor drumming to Wagnerian operas to arena rock, he explores how context has pushed musical innovation."	http://www.ted.com/talks/view/id/883/transcript?language=en	2	2010	TED2010	0:16:00	6/11/10	"music,architecture,history,future"
884	Michael Shermer	The pattern behind self-deception	http://www.ted.com/talks/view/id/884	"Michael Shermer says the human tendency to believe strange things -- from alien abductions to dowsing rods -- boils down to two of the brain's most basic, hard-wired survival skills. He explains what they are, and how they get us into trouble."	http://www.ted.com/talks/view/id/884/transcript?language=en	2	2010	TED2010	0:19:01	6/14/10	"faith,God,neuroscience,psychology,self,science"
885	Margaret Gould Stewart	How YouTube thinks about copyright	http://www.ted.com/talks/view/id/885	"Margaret Gould Stewart, YouTube's head of user experience, talks about how the ubiquitous video site works with copyright holders and creators to foster (at the best of times) a creative ecosystem where everybody wins."	http://www.ted.com/talks/view/id/885/transcript?language=en	2	2010	TED2010	0:05:45	6/15/10	"online video,law,culture,entertainment,creativity,technology,business,art"
886	Peter Tyack	The intriguing sound of marine mammals	http://www.ted.com/talks/view/id/886	"Peter Tyack of Woods Hole talks about a hidden wonder of the sea: underwater sound. Onstage at Mission Blue, he explains the amazing ways whales use sound and song to communicate across hundreds of miles of ocean."	http://www.ted.com/talks/view/id/886/transcript?language=en	4	2010	Mission Blue Voyage	0:21:20	6/16/10	"mission blue,oceans,singer,science,animals"
887	Cameron Herold	Let's raise kids to be entrepreneurs	http://www.ted.com/talks/view/id/887	"Bored in school, failing classes, at odds with peers: This child might be an entrepreneur, says Cameron Herold. In his talk, he makes the case for parenting and education that helps would-be entrepreneurs flourish -- as kids and as adults."	http://www.ted.com/talks/view/id/887/transcript?language=en	3	2010	TEDxEdmonton	0:21:24	6/17/10	"money,education,TEDx,entrepreneur,children,teaching,business"
888	Ananda Shankar Jayant	Fighting cancer with dance	http://www.ted.com/talks/view/id/888	"Renowned classical Indian dancer Ananda Shankar Jayant was diagnosed with cancer in 2008. She tells her personal story of not only facing the disease but dancing through it, and gives a performance revealing the metaphor of strength that helped her do it."	http://www.ted.com/talks/view/id/888/transcript?language=en	11	2009	TEDIndia 2009	0:16:07	6/18/10	"dance,cancer,music,personal growth,performance,storytelling"
889	Chip Conley	Measuring what makes life worthwhile	http://www.ted.com/talks/view/id/889	"When the dotcom bubble burst, hotelier Chip Conley went in search of a business model based on happiness. In an old friendship with an employee and in the wisdom of a Buddhist king, he learned that success comes from what you count."	http://www.ted.com/talks/view/id/889/transcript?language=en	2	2010	TED2010	0:17:39	6/21/10	"happiness,money,Buddhism,economics,psychology,business"
891	Marian Bantjes	Intricate beauty by design	http://www.ted.com/talks/view/id/891	"In graphic design, Marian Bantjes says, throwing your individuality into a project is heresy. She explains how she built her career doing just that, bringing her signature delicate illustrations to storefronts, valentines and even genetic diagrams."	http://www.ted.com/talks/view/id/891/transcript?language=en	2	2010	TED2010	0:16:28	6/22/10	"typography,innovation,design,art"
892	Charles Leadbeater	Education innovation in the slums	http://www.ted.com/talks/view/id/892	"Charles Leadbeater went looking for radical new forms of education -- and found them in the slums of Rio and Kibera, where some of the world's poorest kids are finding transformative new ways to learn. And this informal, disruptive new kind of school, he says, is what all schools need to become."	http://www.ted.com/talks/view/id/892/transcript?language=en	4	2010	TEDSalon London 2010	0:18:58	6/23/10	"education,innovation,cities,global issues"
893	Aditi Shankardass	A second opinion on developmental disorders	http://www.ted.com/talks/view/id/893	"Developmental disorders in children are typically diagnosed by observing behavior, but Aditi Shankardass suggests we should be looking directly at brains. She explains how one EEG technique has revealed mistaken diagnoses and transformed children's lives."	http://www.ted.com/talks/view/id/893/transcript?language=en	11	2009	TEDIndia 2009	0:09:01	6/24/10	"neuroscience,medicine,science,children,technology"
894	Hillel Cooperman	Legos for grownups	http://www.ted.com/talks/view/id/894	"Lego blocks: playtime mainstay for industrious kids, obsession for many (ahem!) mature adults. Hillel Cooperman takes us on a trip through the beloved bricks' colorful, sometimes oddball grownup subculture, featuring CAD, open-source robotics and a little adult behavior."	http://www.ted.com/talks/view/id/894/transcript?language=en	2	2010	TED2010	0:05:50	6/25/10	"toy,gaming,entrepreneur,children,design,entertainment"
896	Clay Shirky	How cognitive surplus will change the world	http://www.ted.com/talks/view/id/896	"Clay Shirky looks at ""cognitive surplus"" -- the shared, online work we do with our spare brain cycles. While we're busy editing Wikipedia, posting to Ushahidi (and yes, making LOLcats), we're building a better, more cooperative world."	http://www.ted.com/talks/view/id/896/transcript?language=en	6	2010	TED@Cannes	0:13:07	6/28/10	"wikipedia,culture,technology,collaboration,community"
898	Ellen Dunham-Jones	Retrofitting suburbia	http://www.ted.com/talks/view/id/898	"Can we rebuild our broken suburbs? Ellen Dunham-Jones shares a vision of dying malls rehabilitated, dead ""big box"" stores re-inhabited, and endless parking lots transformed into thriving wetlands."	http://www.ted.com/talks/view/id/898/transcript?language=en	1	2010	TEDxAtlanta	0:19:23	6/29/10	"TEDx,infrastructure,cities,urban planning,design"
899	Stephen Palumbi	Hidden toxins in the fish we eat	http://www.ted.com/talks/view/id/899	"What's link between the ocean's health and our health? Marine biologist Stephen Palumbi shows how toxins at the bottom of the ocean food chain find their way into our bodies -- and tells a shocking story of toxic contamination in the fish market, where consumers were being tricked into buying fish that's not only mislabeled but unsafe."	http://www.ted.com/talks/view/id/899/transcript?language=en	4	2010	Mission Blue Voyage	0:15:42	6/30/10	"mission blue,oceans,health,fish,science"
900	Carter Emmart	A 3D atlas of the universe	http://www.ted.com/talks/view/id/900	"For the last 12 years, Carter Emmart has been coordinating the efforts of scientists, artists and programmers to build a complete 3D visualization of our known universe. He demos this stunning tour and explains how it's being shared with facilities around the world."	http://www.ted.com/talks/view/id/900/transcript?language=en	2	2010	TED2010	0:06:57	7/1/10	"space,astronomy,science,technology,art"
901	Mitchell Joachim	"Don't build your home, grow it!"	http://www.ted.com/talks/view/id/901	"TED Fellow and urban designer Mitchell Joachim presents his vision for sustainable, organic architecture: eco-friendly abodes grown from plants and -- wait for it -- meat."	http://www.ted.com/talks/view/id/901/transcript?language=en	2	2010	TED2010	0:02:56	7/2/10	"architecture,urban planning,environment,design,TED Fellows"
909	Benoit Mandelbrot	Fractals and the art of roughness	http://www.ted.com/talks/view/id/909	"At TED2010, mathematics legend Benoit Mandelbrot develops a theme he first discussed at TED in 1984 -- the extreme complexity of roughness, and the way that fractal math can find order within patterns that seem unknowably complicated."	http://www.ted.com/talks/view/id/909/transcript?language=en	2	2010	TED2010	0:17:09	7/6/10	math
910	Ellen Gustafson	Obesity + hunger = 1 global food issue	http://www.ted.com/talks/view/id/910	"Co-creator of the philanthropic FEED bags, Ellen Gustafson says hunger and obesity are two sides of the same coin. In her talk, she launches The 30 Project -- a way to change how we farm and eat in the next 30 years, and solve the global food inequalities behind both epidemics."	http://www.ted.com/talks/view/id/910/transcript?language=en	3	2010	TEDxEast	0:11:15	7/7/10	"obesity,health,TEDx,food,social change,global issues"
911	Nalini Nadkarni	Life science in prison	http://www.ted.com/talks/view/id/911	"Nalini Nadkarni challenges our perspective on trees and prisons -- she says both can be more dynamic than we think. Through a partnership with the state of Washington, she brings science classes and conservation programs to inmates, with unexpected results."	http://www.ted.com/talks/view/id/911/transcript?language=en	2	2010	TED2010	0:05:07	7/8/10	"crime,prison,social change,environment,nature,green,trees,ecology,plants"
912	Hans Rosling	"Global population growth, box by box"	http://www.ted.com/talks/view/id/912	The world's population will grow to 9 billion over the next 50 years -- and only by raising the living standards of the poorest can we check population growth. This is the paradoxical answer that Hans Rosling unveils at TED@Cannes using colorful new data display technology (you'll see).	http://www.ted.com/talks/view/id/912/transcript?language=en	6	2010	TED@Cannes	0:10:04	7/9/10	"presentation,prediction,poverty,demo,culture,global issues,data"
914	Carl Safina	The oil spill's unseen villains -- and victims	http://www.ted.com/talks/view/id/914	"Even as the Deepwater Horizon tragedy unfolded, Carl Safina took the stage at TEDxOilSpill to share what the facts were known at the time. In a blood-boiling cross-examination, he suggests that the consequences will stretch far beyond the Gulf -- and many so-called solutions are making the situation worse."	http://www.ted.com/talks/view/id/914/transcript?language=en	6	2010	TEDxOilSpill	0:19:55	7/12/10	"oil,pollution,oceans,energy,TEDx,disaster relief,environment"
915	Matt Ridley	When ideas have sex	http://www.ted.com/talks/view/id/915	"At TEDGlobal 2010, author Matt Ridley shows how, throughout history, the engine of human progress has been the meeting and mating of ideas to make new ideas. It's not important how clever individuals are, he says; what really matters is how smart the collective brain is."	http://www.ted.com/talks/view/id/915/transcript?language=en	7	2010	TEDGlobal 2010	0:16:26	7/14/10	"design,technology,business,collaboration"
916	Ethan Zuckerman	Listening to global voices	http://www.ted.com/talks/view/id/916	"Sure, the web connects the globe, but most of us end up hearing mainly from people just like ourselves. Blogger and technologist Ethan Zuckerman wants to help share the stories of the whole wide world. He talks about clever strategies to open up your Twitter world and read the news in languages you don't even know."	http://www.ted.com/talks/view/id/916/transcript?language=en	7	2010	TEDGlobal 2010	0:19:45	7/15/10	"web,language,news,global issues,technology,communication"
917	Elif Shafak	The politics of fiction	http://www.ted.com/talks/view/id/917	"Listening to stories widens the imagination; telling them lets us leap over cultural walls, embrace different experiences, feel what others feel. Elif Shafak builds on this simple idea to argue that fiction can overcome identity politics."	http://www.ted.com/talks/view/id/917/transcript?language=en	7	2010	TEDGlobal 2010	0:19:45	7/16/10	"novel,culture,politics,women,storytelling"
918	Julian Assange	Why the world needs WikiLeaks	http://www.ted.com/talks/view/id/918	"The controversial website WikiLeaks collects and posts highly classified documents and video. Founder Julian Assange, who's reportedly being sought for questioning by US authorities, talks to TED's Chris Anderson about how the site operates, what it has accomplished -- and what drives him. The interview includes graphic footage of a recent US airstrike in Baghdad."	http://www.ted.com/talks/view/id/918/transcript?language=en	7	2010	TEDGlobal 2010	0:19:33	7/19/10	"iraq,military,politics,news,global issues,technology,communication"
919	Naif Al-Mutawa	Superheroes inspired by Islam	http://www.ted.com/talks/view/id/919	"In ""THE 99,"" Naif Al-Mutawa's new generation of comic book heroes fight more than crime -- they smash stereotypes and battle extremism. Named after the 99 attributes of Allah, his characters reinforce positive messages of Islam and cross cultures to create a new moral framework for confronting evil, even teaming up with the Justice League of America."	http://www.ted.com/talks/view/id/919/transcript?language=en	7	2010	TEDGlobal 2010	0:18:22	7/20/10	"Islam,culture,art,peace"
920	Dimitar Sasselov	How we found hundreds of potential Earth-like planets	http://www.ted.com/talks/view/id/920	"Astronomer Dimitar Sasselov and his colleagues search for Earth-like planets that may, someday, help us answer centuries-old questions about the origin and existence of biological life elsewhere (and on Earth). Preliminary results show that they have found 706 ""candidates"" -- some of which further research may prove to be planets with Earth-like geochemical characteristics."	http://www.ted.com/talks/view/id/920/transcript?language=en	7	2010	TEDGlobal 2010	0:18:30	7/21/10	"extraterrestrial life,Planets,universe,astronomy,biology,life,technology"
921	Tan Le	A headset that reads your brainwaves	http://www.ted.com/talks/view/id/921	"Tan Le's astonishing new computer interface reads its user's brainwaves, making it possible to control virtual objects, and even physical electronics, with mere thoughts (and a little concentration). She demos the headset, and talks about its far-reaching applications."	http://www.ted.com/talks/view/id/921/transcript?language=en	7	2010	TEDGlobal 2010	0:10:36	7/21/10	"mind,computers,interface design,brain,design,entertainment,technology"
922	Kevin Stone	The bio-future of joint replacement	http://www.ted.com/talks/view/id/922	"Arthritis and injury grind down millions of joints, but few get the best remedy -- real biological tissue. Kevin Stone shows a treatment that could sidestep the high costs and donor shortfall of human-to-human transplants with a novel use of animal tissue."	http://www.ted.com/talks/view/id/922/transcript?language=en	2	2010	TED2010	0:06:51	7/22/10	"medicine,biology,future,design,technology"
923	Jeff Bezos	What matters more than your talents	http://www.ted.com/talks/view/id/923	"In this Princeton University graduation address, Amazon founder Jeff Bezos makes the case that our character is reflected not in the gifts we're endowed with at birth, but by the choices we make over the course of a lifetime."	http://www.ted.com/talks/view/id/923/transcript?language=en	3	2010	Princeton University	0:18:44	7/27/10	"TED Brain Trust,self,intelligence,creativity,business"
924	Sheena Iyengar	The art of choosing	http://www.ted.com/talks/view/id/924	"Sheena Iyengar studies how we make choices -- and how we feel about the choices we make. At TEDGlobal, she talks about both trivial choices (Coke v. Pepsi) and profound ones, and shares her groundbreaking research that has uncovered some surprising attitudes about our decisions."	http://www.ted.com/talks/view/id/924/transcript?language=en	7	2010	TEDGlobal 2010	0:24:08	7/26/10	"economics,psychology,decision-making,culture,social change,choice,business,society"
925	Susan Shaw	The oil spill's toxic trade-off	http://www.ted.com/talks/view/id/925	"Break down the oil spill, keep it off the shores: that's a good reason to pump toxic dispersant into the Gulf, say the Deepwater Horizon clean-up overseers. Susan Shaw shows evidence it's sparing some beaches only at devastating cost to the health of the deep sea."	http://www.ted.com/talks/view/id/925/transcript?language=en	6	2010	TEDxOilSpill	0:16:42	7/27/10	"oil,chemistry,oceans,fish,TEDx,disaster relief,science,environment,business"
926	John Delaney	Wiring an interactive ocean	http://www.ted.com/talks/view/id/926	Oceanographer John Delaney is leading the team that is building an underwater network of high-def cameras and sensors that will turn our ocean into a global interactive lab -- sparking an explosion of rich data about the world below.	http://www.ted.com/talks/view/id/926/transcript?language=en	4	2010	Mission Blue Voyage	0:20:50	7/28/10	"poetry,mission blue,oceans,science,technology"
927	Laurie Santos	A monkey economy as irrational as ours	http://www.ted.com/talks/view/id/927	"Laurie Santos looks for the roots of human irrationality by watching the way our primate relatives make decisions. A clever series of experiments in ""monkeynomics"" shows that some of the silly choices we make, monkeys make too."	http://www.ted.com/talks/view/id/927/transcript?language=en	7	2010	TEDGlobal 2010	0:19:45	7/29/10	"monkeys,money,economics,psychology,brain,science,design,business"
928	Lewis Pugh	My mind-shifting Everest swim	http://www.ted.com/talks/view/id/928	"After he swam the North Pole, Lewis Pugh vowed never to take another cold-water dip. Then he heard of Lake Imja in the Himalayas, created by recent glacial melting, and Lake Pumori, a body of water at an altitude of 5300 m on Everest -- and so began a journey that would teach him a radical new way to approach swimming and think about climate change."	http://www.ted.com/talks/view/id/928/transcript?language=en	7	2010	TEDGlobal 2010	0:09:45	7/30/10	"sports,activism,science,climate change,adventure,global issues"
929	Jason Clay	How big brands can help save biodiversity	http://www.ted.com/talks/view/id/929	"Convince just 100 key companies to go sustainable, and WWF's Jason Clay says global markets will shift to protect the planet our consumption has already outgrown. Hear how his extraordinary roundtables are getting big brand rivals to agree on green practices first -- before their products duke it out on store shelves."	http://www.ted.com/talks/view/id/929/transcript?language=en	7	2010	TEDGlobal 2010	0:19:29	8/16/10	"environment,sustainability,green,business"
930	Sheryl WuDunn	Our century's greatest injustice	http://www.ted.com/talks/view/id/930	"Sheryl WuDunn's book ""Half the Sky"" investigates the oppression of women globally. Her stories shock. Only when women in developing countries have equal access to education and economic opportunity will we be using all our human resources."	http://www.ted.com/talks/view/id/930/transcript?language=en	7	2010	TEDGlobal 2010	0:18:22	8/17/10	"yesallwomen,Slavery,trafficking,feminism,poverty,economics,education,global development,women"
931	Diane J. Savino	The case for same-sex marriage	http://www.ted.com/talks/view/id/931	"Hours before New York lawmakers rejected a key marriage equality bill (38-24), State Senator Diane J. Savino made the passionate case for a government that recognizes and administers same-sex marriages. Here's her fresh, thought-provoking perspective on one of the most contentious issues in US culture, religion and government."	http://www.ted.com/talks/view/id/931/transcript?language=en	12	2009	New York State Senate	0:07:33	8/17/10	"love,LGBT,God,law,sex,culture,religion,government"
932	Peter Molyneux	"Meet Milo, the virtual boy"	http://www.ted.com/talks/view/id/932	"Peter Molyneux demos Milo, a hotly anticipated video game for Microsoft's Kinect controller. Perceptive and impressionable like a real 11-year-old, the virtual boy watches, listens and learns -- recognizing and responding to you."	http://www.ted.com/talks/view/id/932/transcript?language=en	7	2010	TEDGlobal 2010	0:10:55	8/18/10	"gaming,computers,psychology,AI,children,design,technology"
934	Jamil Abu-Wardeh	The Axis of Evil Middle East Comedy Tour	http://www.ted.com/talks/view/id/934	"Jamil Abu-Wardeh jump-started the comedy scene in the Arab world by founding the Axis of Evil Middle East Comedy Tour, which brings standup comedians to laughing audiences all over the region. He's found that, by respecting the ""three B's"" (blue material, beliefs and ""bolitics""), the Axis of Evil comics find plenty of cross-border laughs."	http://www.ted.com/talks/view/id/934/transcript?language=en	7	2010	TEDGlobal 2010	0:08:59	8/19/10	"comedy,politics,entertainment,humor"
935	Maz Jobrani	Did you hear the one about the Iranian-American?	http://www.ted.com/talks/view/id/935	"A founding member of the Axis of Evil Comedy Tour, standup comic Maz Jobrani riffs on the challenges and conflicts of being Iranian-American -- ""like, part of me thinks I should have a nuclear program; the other part thinks I can't be trusted ..."""	http://www.ted.com/talks/view/id/935/transcript?language=en	7	2010	TEDGlobal 2010	0:09:14	8/19/10	"Iran,comedy,politics,entertainment,humor,Middle East"
936	Seth Priebatsch	The game layer on top of the world	http://www.ted.com/talks/view/id/936	"In this far-seeing talk, Seth Priebatsch shows how game dynamics are reshaping the world -- from a classroom where students ""level up"" instead of being graded ,to a pervasive game called ""happy hour"" that you may already be playing. Get ready to meet the ""game layer,"" a pervasive net of behavior-steering game dynamics that will reshape education and commerce."	http://www.ted.com/talks/view/id/936/transcript?language=en	7	2010	TEDxBoston 2010	0:12:02	8/20/10	"gaming,money,psychology,TEDx,entrepreneur,entertainment,business"
937	David McCandless	The beauty of data visualization	http://www.ted.com/talks/view/id/937	"David McCandless turns complex data sets (like worldwide military spending, media buzz, Facebook status updates) into beautiful, simple diagrams that tease out unseen patterns and connections. Good design, he suggests, is the best way to navigate information glut -- and it may just change the way we see the world."	http://www.ted.com/talks/view/id/937/transcript?language=en	7	2010	TEDGlobal 2010	0:17:56	8/23/10	"complexity,computers,visualizations,design,data"
938	Lee Hotz	Inside an Antarctic time machine	http://www.ted.com/talks/view/id/938	"Science columnist Lee Hotz describes a remarkable project at WAIS Divide, Antarctica, where a hardy team are drilling into ten-thousand-year-old ice to extract vital data on our changing climate."	http://www.ted.com/talks/view/id/938/transcript?language=en	7	2010	TEDGlobal 2010	0:09:45	8/24/10	"news,science,climate change"
939	Jim Toomey	Learning from Sherman the shark	http://www.ted.com/talks/view/id/939	"Cartoonist Jim Toomey created the comic strip Sherman's Lagoon, a wry look at underwater life starring Sherman the talking shark. As he sketches some of his favorite sea creatures live onstage, Toomey shares his love of the ocean and the stories it can tell."	http://www.ted.com/talks/view/id/939/transcript?language=en	4	2010	Mission Blue Voyage	0:14:15	8/25/10	"oceans,comedy,science,animals,entertainment,humor,art"
940	Lisa Margonelli	The political chemistry of oil	http://www.ted.com/talks/view/id/940	"Speaking one month after the massive Gulf of Mexico oil spill, Lisa Margonelli shows how drilling moratoriums and executive ousters make for good theater, but distract us from the issue at heart: our unrestrained oil consumption. She shares her bold plan to wean America off oil -- by confronting consumers with its real cost."	http://www.ted.com/talks/view/id/940/transcript?language=en	6	2010	TEDxOilSpill	0:17:14	8/26/10	"oil,energy,TEDx,disaster relief,environment,sustainability,green"
941	Dan Cobley	What physics taught me about marketing	http://www.ted.com/talks/view/id/941	"Physics and marketing don't seem to have much in common, but Dan Cobley is passionate about both. He brings these unlikely bedfellows together using Newton's second law, Heisenberg's uncertainty principle, the scientific method and the second law of thermodynamics to explain the fundamental theories of branding."	http://www.ted.com/talks/view/id/941/transcript?language=en	7	2010	TEDGlobal 2010	0:07:38	8/27/10	"marketing,math,physics,business"
943	Jeremy Rifkin	The empathic civilization	http://www.ted.com/talks/view/id/943	"In this talk from RSA Animate, bestselling author Jeremy Rifkin investigates the evolution of empathy and the profound ways it has shaped human development and society."	http://www.ted.com/talks/view/id/943/transcript?language=en	3	2010	RSA Animate	0:10:39	8/24/10	"mind,economics,psychology,evolution,brain,science"
944	Nic Marks	The Happy Planet Index	http://www.ted.com/talks/view/id/944	"Statistician Nic Marks asks why we measure a nation's success by its productivity -- instead of by the happiness and well-being of its people. He introduces the Happy Planet Index, which tracks national well-being against resource use (because a happy life doesn't have to cost the earth). Which countries rank highest in the HPI? You might be surprised."	http://www.ted.com/talks/view/id/944/transcript?language=en	7	2010	TEDGlobal 2010	0:16:49	8/30/10	"happiness,TED Books,statistics,economics,culture,global issues,big problems,data"
945	Johan Rockstrom	Let the environment guide our development	http://www.ted.com/talks/view/id/945	"Human growth has strained the Earth's resources, but as Johan Rockstrom reminds us, our advances also give us the science to recognize this and change behavior. His research has found nine ""planetary boundaries"" that can guide us in protecting our planet's many overlapping ecosystems."	http://www.ted.com/talks/view/id/945/transcript?language=en	7	2010	TEDGlobal 2010	0:18:10	8/31/10	"cities,climate change,environment,agriculture,global issues"
946	His Holiness the Karmapa	The technology of the heart	http://www.ted.com/talks/view/id/946	"His Holiness the Karmapa talks about how he was discovered to be the reincarnation of a revered figure in Tibetan Buddhism. In telling his story, he urges us to work on not just technology and design, but the technology and design of the heart. He is translated onstage by Tyler Dewar."	http://www.ted.com/talks/view/id/946/transcript?language=en	11	2009	TEDIndia 2009	0:25:23	9/1/10	"happiness,brain,culture,religion,society"
947	Derek Sivers	Keep your goals to yourself	http://www.ted.com/talks/view/id/947	"After hitting on a brilliant new life plan, our first instinct is to tell someone, but Derek Sivers says it's better to keep goals secret. He presents research stretching as far back as the 1920s to show why people who talk about their ambitions may be less likely to achieve them."	http://www.ted.com/talks/view/id/947/transcript?language=en	7	2010	TEDGlobal 2010	0:03:15	9/2/10	"success,goal-setting,self,motivation,personal growth,storytelling"
948	Rachel Sussman	The world's oldest living things	http://www.ted.com/talks/view/id/948	"Rachel Sussman shows photographs of the world's oldest continuously living organisms -- from 2,000-year-old brain coral off Tobago's coast to an ""underground forest"" in South Africa that has lived since before the dawn of agriculture."	http://www.ted.com/talks/view/id/948/transcript?language=en	7	2010	TEDGlobal 2010	0:14:08	9/3/10	"photography,biology,environment,nature,biodiversity,trees,life"
949	Sugata Mitra	The child-driven education	http://www.ted.com/talks/view/id/949	"Education scientist Sugata Mitra tackles one of the greatest problems of education -- the best teachers and schools don't exist where they're needed most. In a series of real-life experiments from New Delhi to South Africa to Italy, he gave kids self-supervised access to the web and saw results that could revolutionize how we think about teaching."	http://www.ted.com/talks/view/id/949/transcript?language=en	7	2010	TEDGlobal 2010	0:17:13	9/7/10	"web,education,global development,children,global issues,technology"
